Fecha;Variable;Valor;Código validación;Unidad
1/11/11 0:10;Temperatura  a 0.1m;10.28;1;ºC
1/11/11 0:20;Temperatura  a 0.1m;10.23;1;ºC
1/11/11 0:30;Temperatura  a 0.1m;10.15;1;ºC
1/11/11 0:40;Temperatura  a 0.1m;10.23;1;ºC
1/11/11 0:50;Temperatura  a 0.1m;10.18;1;ºC
1/11/11 1:00;Temperatura  a 0.1m;10.20;1;ºC
1/11/11 1:10;Temperatura  a 0.1m;10.12;1;ºC
1/11/11 1:20;Temperatura  a 0.1m;10.13;1;ºC
1/11/11 1:30;Temperatura  a 0.1m;10.09;1;ºC
1/11/11 1:40;Temperatura  a 0.1m;10.13;1;ºC
1/11/11 1:50;Temperatura  a 0.1m;10.20;1;ºC
1/11/11 2:00;Temperatura  a 0.1m;10.18;1;ºC
1/11/11 2:10;Temperatura  a 0.1m;10.13;1;ºC
1/11/11 2:20;Temperatura  a 0.1m;10.09;1;ºC
1/11/11 2:30;Temperatura  a 0.1m;10.09;1;ºC
1/11/11 2:40;Temperatura  a 0.1m;10.09;1;ºC
1/11/11 2:50;Temperatura  a 0.1m;10.09;1;ºC
1/11/11 3:00;Temperatura  a 0.1m;10.08;1;ºC
1/11/11 3:10;Temperatura  a 0.1m;10.08;1;ºC
1/11/11 3:20;Temperatura  a 0.1m;10.04;1;ºC
1/11/11 3:30;Temperatura  a 0.1m;10.06;1;ºC
1/11/11 3:40;Temperatura  a 0.1m;10.04;1;ºC
1/11/11 3:50;Temperatura  a 0.1m;10.06;1;ºC
1/11/11 4:00;Temperatura  a 0.1m;10.11;1;ºC
1/11/11 4:10;Temperatura  a 0.1m;10.04;1;ºC
1/11/11 4:20;Temperatura  a 0.1m;9.97;1;ºC
1/11/11 4:30;Temperatura  a 0.1m;9.91;1;ºC
1/11/11 4:40;Temperatura  a 0.1m;9.89;1;ºC
1/11/11 4:50;Temperatura  a 0.1m;9.71;1;ºC
1/11/11 5:00;Temperatura  a 0.1m;9.47;1;ºC
1/11/11 5:10;Temperatura  a 0.1m;9.10;1;ºC
1/11/11 5:20;Temperatura  a 0.1m;9.01;1;ºC
1/11/11 5:30;Temperatura  a 0.1m;8.94;1;ºC
1/11/11 5:40;Temperatura  a 0.1m;8.78;1;ºC
1/11/11 5:50;Temperatura  a 0.1m;8.61;1;ºC
1/11/11 6:00;Temperatura  a 0.1m;8.52;1;ºC
1/11/11 6:10;Temperatura  a 0.1m;8.78;1;ºC
1/11/11 6:20;Temperatura  a 0.1m;8.81;1;ºC
1/11/11 6:30;Temperatura  a 0.1m;8.84;1;ºC
1/11/11 6:40;Temperatura  a 0.1m;8.45;1;ºC
1/11/11 6:50;Temperatura  a 0.1m;8.41;1;ºC
1/11/11 7:00;Temperatura  a 0.1m;8.75;1;ºC
1/11/11 7:10;Temperatura  a 0.1m;8.65;1;ºC
1/11/11 7:20;Temperatura  a 0.1m;8.06;1;ºC
1/11/11 7:30;Temperatura  a 0.1m;7.97;1;ºC
1/11/11 7:40;Temperatura  a 0.1m;7.82;1;ºC
1/11/11 7:50;Temperatura  a 0.1m;7.85;1;ºC
1/11/11 8:00;Temperatura  a 0.1m;8.23;1;ºC
1/11/11 8:10;Temperatura  a 0.1m;9.10;1;ºC
1/11/11 8:20;Temperatura  a 0.1m;10.05;1;ºC
1/11/11 8:30;Temperatura  a 0.1m;10.32;1;ºC
1/11/11 8:40;Temperatura  a 0.1m;10.62;1;ºC
1/11/11 8:50;Temperatura  a 0.1m;11.05;1;ºC
1/11/11 9:00;Temperatura  a 0.1m;11.80;1;ºC
1/11/11 9:10;Temperatura  a 0.1m;12.95;1;ºC
1/11/11 9:20;Temperatura  a 0.1m;13.45;1;ºC
1/11/11 9:30;Temperatura  a 0.1m;13.66;1;ºC
1/11/11 9:40;Temperatura  a 0.1m;13.60;1;ºC
1/11/11 9:50;Temperatura  a 0.1m;13.30;1;ºC
1/11/11 10:00;Temperatura  a 0.1m;13.86;1;ºC
1/11/11 10:10;Temperatura  a 0.1m;14.30;1;ºC
1/11/11 10:20;Temperatura  a 0.1m;13.78;1;ºC
1/11/11 10:30;Temperatura  a 0.1m;14.94;1;ºC
1/11/11 10:40;Temperatura  a 0.1m;14.94;1;ºC
1/11/11 10:50;Temperatura  a 0.1m;15.41;1;ºC
1/11/11 11:00;Temperatura  a 0.1m;15.58;1;ºC
1/11/11 11:10;Temperatura  a 0.1m;14.99;1;ºC
1/11/11 11:20;Temperatura  a 0.1m;16.59;1;ºC
1/11/11 11:30;Temperatura  a 0.1m;17.81;1;ºC
1/11/11 11:40;Temperatura  a 0.1m;16.82;1;ºC
1/11/11 11:50;Temperatura  a 0.1m;16.56;1;ºC
1/11/11 12:00;Temperatura  a 0.1m;17.02;1;ºC
1/11/11 12:10;Temperatura  a 0.1m;16.91;1;ºC
1/11/11 12:20;Temperatura  a 0.1m;15.92;1;ºC
1/11/11 12:30;Temperatura  a 0.1m;17.19;1;ºC
1/11/11 12:40;Temperatura  a 0.1m;16.74;1;ºC
1/11/11 12:50;Temperatura  a 0.1m;16.73;1;ºC
1/11/11 13:00;Temperatura  a 0.1m;16.34;1;ºC
1/11/11 13:10;Temperatura  a 0.1m;16.07;1;ºC
1/11/11 13:20;Temperatura  a 0.1m;15.85;1;ºC
1/11/11 13:30;Temperatura  a 0.1m;15.67;1;ºC
1/11/11 13:40;Temperatura  a 0.1m;15.29;1;ºC
1/11/11 13:50;Temperatura  a 0.1m;15.28;1;ºC
1/11/11 14:00;Temperatura  a 0.1m;15.32;1;ºC
1/11/11 14:10;Temperatura  a 0.1m;15.15;1;ºC
1/11/11 14:20;Temperatura  a 0.1m;15.40;1;ºC
1/11/11 14:30;Temperatura  a 0.1m;15.59;1;ºC
1/11/11 14:40;Temperatura  a 0.1m;15.39;1;ºC
1/11/11 14:50;Temperatura  a 0.1m;15.26;1;ºC
1/11/11 15:00;Temperatura  a 0.1m;14.98;1;ºC
1/11/11 15:10;Temperatura  a 0.1m;15.50;1;ºC
1/11/11 15:20;Temperatura  a 0.1m;16.78;1;ºC
1/11/11 15:30;Temperatura  a 0.1m;16.73;1;ºC
1/11/11 15:40;Temperatura  a 0.1m;16.61;1;ºC
1/11/11 15:50;Temperatura  a 0.1m;15.81;1;ºC
1/11/11 16:00;Temperatura  a 0.1m;14.54;1;ºC
1/11/11 16:10;Temperatura  a 0.1m;14.02;1;ºC
1/11/11 16:20;Temperatura  a 0.1m;13.79;1;ºC
1/11/11 16:30;Temperatura  a 0.1m;13.44;1;ºC
1/11/11 16:40;Temperatura  a 0.1m;13.11;1;ºC
1/11/11 16:50;Temperatura  a 0.1m;12.63;1;ºC
1/11/11 17:00;Temperatura  a 0.1m;12.18;1;ºC
1/11/11 17:10;Temperatura  a 0.1m;11.72;1;ºC
1/11/11 17:20;Temperatura  a 0.1m;11.35;1;ºC
1/11/11 17:30;Temperatura  a 0.1m;11.04;1;ºC
1/11/11 17:40;Temperatura  a 0.1m;10.83;1;ºC
1/11/11 17:50;Temperatura  a 0.1m;11.21;1;ºC
1/11/11 18:00;Temperatura  a 0.1m;10.90;1;ºC
1/11/11 18:10;Temperatura  a 0.1m;10.74;1;ºC
1/11/11 18:20;Temperatura  a 0.1m;10.87;1;ºC
1/11/11 18:30;Temperatura  a 0.1m;10.61;1;ºC
1/11/11 18:40;Temperatura  a 0.1m;10.41;1;ºC
1/11/11 18:50;Temperatura  a 0.1m;10.13;1;ºC
1/11/11 19:00;Temperatura  a 0.1m;10.86;1;ºC
1/11/11 19:10;Temperatura  a 0.1m;11.05;1;ºC
1/11/11 19:20;Temperatura  a 0.1m;10.91;1;ºC
1/11/11 19:30;Temperatura  a 0.1m;10.78;1;ºC
1/11/11 19:40;Temperatura  a 0.1m;10.83;1;ºC
1/11/11 19:50;Temperatura  a 0.1m;10.94;1;ºC
1/11/11 20:00;Temperatura  a 0.1m;11.20;1;ºC
1/11/11 20:10;Temperatura  a 0.1m;11.39;1;ºC
1/11/11 20:20;Temperatura  a 0.1m;11.33;1;ºC
1/11/11 20:30;Temperatura  a 0.1m;11.51;1;ºC
1/11/11 20:40;Temperatura  a 0.1m;11.49;1;ºC
1/11/11 20:50;Temperatura  a 0.1m;11.43;1;ºC
1/11/11 21:00;Temperatura  a 0.1m;11.48;1;ºC
1/11/11 21:10;Temperatura  a 0.1m;11.31;1;ºC
1/11/11 21:20;Temperatura  a 0.1m;11.34;1;ºC
1/11/11 21:30;Temperatura  a 0.1m;11.42;1;ºC
1/11/11 21:40;Temperatura  a 0.1m;11.50;1;ºC
1/11/11 21:50;Temperatura  a 0.1m;11.35;1;ºC
1/11/11 22:00;Temperatura  a 0.1m;11.06;1;ºC
1/11/11 22:10;Temperatura  a 0.1m;10.92;1;ºC
1/11/11 22:20;Temperatura  a 0.1m;10.84;1;ºC
1/11/11 22:30;Temperatura  a 0.1m;10.92;1;ºC
1/11/11 22:40;Temperatura  a 0.1m;10.92;1;ºC
1/11/11 22:50;Temperatura  a 0.1m;10.91;1;ºC
1/11/11 23:00;Temperatura  a 0.1m;11.10;1;ºC
1/11/11 23:10;Temperatura  a 0.1m;11.44;1;ºC
1/11/11 23:20;Temperatura  a 0.1m;11.66;1;ºC
1/11/11 23:30;Temperatura  a 0.1m;11.74;1;ºC
1/11/11 23:40;Temperatura  a 0.1m;11.72;1;ºC
1/11/11 23:50;Temperatura  a 0.1m;11.62;1;ºC
2/11/11 0:00;Temperatura  a 0.1m;11.69;1;ºC
2/11/11 0:10;Temperatura  a 0.1m;11.89;1;ºC
2/11/11 0:20;Temperatura  a 0.1m;11.96;1;ºC
2/11/11 0:30;Temperatura  a 0.1m;11.86;1;ºC
2/11/11 0:40;Temperatura  a 0.1m;11.81;1;ºC
2/11/11 0:50;Temperatura  a 0.1m;12.02;1;ºC
2/11/11 1:00;Temperatura  a 0.1m;11.87;1;ºC
2/11/11 1:10;Temperatura  a 0.1m;11.51;1;ºC
2/11/11 1:20;Temperatura  a 0.1m;11.65;1;ºC
2/11/11 1:30;Temperatura  a 0.1m;11.94;1;ºC
2/11/11 1:40;Temperatura  a 0.1m;12.08;1;ºC
2/11/11 1:50;Temperatura  a 0.1m;12.24;1;ºC
2/11/11 2:00;Temperatura  a 0.1m;12.33;1;ºC
2/11/11 2:10;Temperatura  a 0.1m;12.44;1;ºC
2/11/11 2:20;Temperatura  a 0.1m;12.54;1;ºC
2/11/11 2:30;Temperatura  a 0.1m;12.44;1;ºC
2/11/11 2:40;Temperatura  a 0.1m;12.41;1;ºC
2/11/11 2:50;Temperatura  a 0.1m;12.43;1;ºC
2/11/11 3:00;Temperatura  a 0.1m;12.34;1;ºC
2/11/11 3:10;Temperatura  a 0.1m;12.55;1;ºC
2/11/11 3:20;Temperatura  a 0.1m;12.99;1;ºC
2/11/11 3:30;Temperatura  a 0.1m;13.01;1;ºC
2/11/11 3:40;Temperatura  a 0.1m;13.03;1;ºC
2/11/11 3:50;Temperatura  a 0.1m;13.08;1;ºC
2/11/11 4:00;Temperatura  a 0.1m;12.92;1;ºC
2/11/11 4:10;Temperatura  a 0.1m;12.85;1;ºC
2/11/11 4:20;Temperatura  a 0.1m;13.05;1;ºC
2/11/11 4:30;Temperatura  a 0.1m;13.08;1;ºC
2/11/11 4:40;Temperatura  a 0.1m;12.72;1;ºC
2/11/11 4:50;Temperatura  a 0.1m;12.41;1;ºC
2/11/11 5:00;Temperatura  a 0.1m;12.42;1;ºC
2/11/11 5:10;Temperatura  a 0.1m;12.65;1;ºC
2/11/11 5:20;Temperatura  a 0.1m;13.01;1;ºC
2/11/11 5:30;Temperatura  a 0.1m;13.26;1;ºC
2/11/11 5:40;Temperatura  a 0.1m;13.15;1;ºC
2/11/11 5:50;Temperatura  a 0.1m;12.95;1;ºC
2/11/11 6:00;Temperatura  a 0.1m;12.79;1;ºC
2/11/11 6:10;Temperatura  a 0.1m;12.92;1;ºC
2/11/11 6:20;Temperatura  a 0.1m;13.01;1;ºC
2/11/11 6:30;Temperatura  a 0.1m;13.31;1;ºC
2/11/11 6:40;Temperatura  a 0.1m;13.35;1;ºC
2/11/11 6:50;Temperatura  a 0.1m;13.46;1;ºC
2/11/11 7:00;Temperatura  a 0.1m;13.71;1;ºC
2/11/11 7:10;Temperatura  a 0.1m;14.00;1;ºC
2/11/11 7:20;Temperatura  a 0.1m;13.88;1;ºC
2/11/11 7:30;Temperatura  a 0.1m;14.08;1;ºC
2/11/11 7:40;Temperatura  a 0.1m;13.39;1;ºC
2/11/11 7:50;Temperatura  a 0.1m;12.84;1;ºC
2/11/11 8:00;Temperatura  a 0.1m;12.65;1;ºC
2/11/11 8:10;Temperatura  a 0.1m;12.81;1;ºC
2/11/11 8:20;Temperatura  a 0.1m;12.64;1;ºC
2/11/11 8:30;Temperatura  a 0.1m;12.85;1;ºC
2/11/11 8:40;Temperatura  a 0.1m;13.01;1;ºC
2/11/11 8:50;Temperatura  a 0.1m;13.26;1;ºC
2/11/11 9:00;Temperatura  a 0.1m;13.23;1;ºC
2/11/11 9:10;Temperatura  a 0.1m;13.37;1;ºC
2/11/11 9:20;Temperatura  a 0.1m;13.79;1;ºC
2/11/11 9:30;Temperatura  a 0.1m;14.19;1;ºC
2/11/11 9:40;Temperatura  a 0.1m;14.43;1;ºC
2/11/11 9:50;Temperatura  a 0.1m;14.85;1;ºC
2/11/11 10:00;Temperatura  a 0.1m;14.85;1;ºC
2/11/11 10:10;Temperatura  a 0.1m;14.89;1;ºC
2/11/11 10:20;Temperatura  a 0.1m;14.85;1;ºC
2/11/11 10:30;Temperatura  a 0.1m;13.90;1;ºC
2/11/11 10:40;Temperatura  a 0.1m;13.81;1;ºC
2/11/11 10:50;Temperatura  a 0.1m;13.94;1;ºC
2/11/11 11:00;Temperatura  a 0.1m;14.01;1;ºC
2/11/11 11:10;Temperatura  a 0.1m;14.22;1;ºC
2/11/11 11:20;Temperatura  a 0.1m;14.38;1;ºC
2/11/11 11:30;Temperatura  a 0.1m;14.32;1;ºC
2/11/11 11:40;Temperatura  a 0.1m;13.66;1;ºC
2/11/11 11:50;Temperatura  a 0.1m;12.78;1;ºC
2/11/11 12:00;Temperatura  a 0.1m;12.83;1;ºC
2/11/11 12:10;Temperatura  a 0.1m;13.04;1;ºC
2/11/11 12:20;Temperatura  a 0.1m;13.30;1;ºC
2/11/11 12:30;Temperatura  a 0.1m;13.69;1;ºC
2/11/11 12:40;Temperatura  a 0.1m;13.93;1;ºC
2/11/11 12:50;Temperatura  a 0.1m;13.92;1;ºC
2/11/11 13:00;Temperatura  a 0.1m;13.97;1;ºC
2/11/11 13:10;Temperatura  a 0.1m;14.49;1;ºC
2/11/11 13:20;Temperatura  a 0.1m;14.62;1;ºC
2/11/11 13:30;Temperatura  a 0.1m;15.37;1;ºC
2/11/11 13:40;Temperatura  a 0.1m;15.66;1;ºC
2/11/11 13:50;Temperatura  a 0.1m;16.50;1;ºC
2/11/11 14:00;Temperatura  a 0.1m;16.22;1;ºC
2/11/11 14:10;Temperatura  a 0.1m;16.16;1;ºC
2/11/11 14:20;Temperatura  a 0.1m;16.18;1;ºC
2/11/11 14:30;Temperatura  a 0.1m;16.45;1;ºC
2/11/11 14:40;Temperatura  a 0.1m;16.96;1;ºC
2/11/11 14:50;Temperatura  a 0.1m;17.33;1;ºC
2/11/11 15:00;Temperatura  a 0.1m;17.19;1;ºC
2/11/11 15:10;Temperatura  a 0.1m;17.64;1;ºC
2/11/11 15:20;Temperatura  a 0.1m;17.52;1;ºC
2/11/11 15:30;Temperatura  a 0.1m;16.46;1;ºC
2/11/11 15:40;Temperatura  a 0.1m;16.73;1;ºC
2/11/11 15:50;Temperatura  a 0.1m;16.25;1;ºC
2/11/11 16:00;Temperatura  a 0.1m;16.36;1;ºC
2/11/11 16:10;Temperatura  a 0.1m;16.19;1;ºC
2/11/11 16:20;Temperatura  a 0.1m;15.84;1;ºC
2/11/11 16:30;Temperatura  a 0.1m;15.74;1;ºC
2/11/11 16:40;Temperatura  a 0.1m;16.00;1;ºC
2/11/11 16:50;Temperatura  a 0.1m;15.68;1;ºC
2/11/11 17:00;Temperatura  a 0.1m;15.49;1;ºC
2/11/11 17:10;Temperatura  a 0.1m;15.35;1;ºC
2/11/11 17:20;Temperatura  a 0.1m;15.37;1;ºC
2/11/11 17:30;Temperatura  a 0.1m;15.16;1;ºC
2/11/11 17:40;Temperatura  a 0.1m;15.18;1;ºC
2/11/11 17:50;Temperatura  a 0.1m;15.21;1;ºC
2/11/11 18:00;Temperatura  a 0.1m;15.17;1;ºC
2/11/11 18:10;Temperatura  a 0.1m;15.06;1;ºC
2/11/11 18:20;Temperatura  a 0.1m;15.00;1;ºC
2/11/11 18:30;Temperatura  a 0.1m;15.02;1;ºC
2/11/11 18:40;Temperatura  a 0.1m;15.11;1;ºC
2/11/11 18:50;Temperatura  a 0.1m;15.17;1;ºC
2/11/11 19:00;Temperatura  a 0.1m;14.97;1;ºC
2/11/11 19:10;Temperatura  a 0.1m;14.95;1;ºC
2/11/11 19:20;Temperatura  a 0.1m;14.84;1;ºC
2/11/11 19:30;Temperatura  a 0.1m;14.91;1;ºC
2/11/11 19:40;Temperatura  a 0.1m;13.83;1;ºC
2/11/11 19:50;Temperatura  a 0.1m;12.76;1;ºC
2/11/11 20:00;Temperatura  a 0.1m;12.58;1;ºC
2/11/11 20:10;Temperatura  a 0.1m;12.09;1;ºC
2/11/11 20:20;Temperatura  a 0.1m;11.88;1;ºC
2/11/11 20:30;Temperatura  a 0.1m;11.88;1;ºC
2/11/11 20:40;Temperatura  a 0.1m;11.71;1;ºC
2/11/11 20:50;Temperatura  a 0.1m;11.59;1;ºC
2/11/11 21:00;Temperatura  a 0.1m;11.65;1;ºC
2/11/11 21:10;Temperatura  a 0.1m;11.62;1;ºC
2/11/11 21:20;Temperatura  a 0.1m;11.85;1;ºC
2/11/11 21:30;Temperatura  a 0.1m;11.92;1;ºC
2/11/11 21:40;Temperatura  a 0.1m;11.74;1;ºC
2/11/11 21:50;Temperatura  a 0.1m;11.59;1;ºC
2/11/11 22:00;Temperatura  a 0.1m;11.56;1;ºC
2/11/11 22:10;Temperatura  a 0.1m;11.55;1;ºC
2/11/11 22:20;Temperatura  a 0.1m;11.42;1;ºC
2/11/11 22:30;Temperatura  a 0.1m;11.66;1;ºC
2/11/11 22:40;Temperatura  a 0.1m;11.93;1;ºC
2/11/11 22:50;Temperatura  a 0.1m;12.26;1;ºC
2/11/11 23:00;Temperatura  a 0.1m;12.46;1;ºC
2/11/11 23:10;Temperatura  a 0.1m;12.44;1;ºC
2/11/11 23:20;Temperatura  a 0.1m;12.52;1;ºC
2/11/11 23:30;Temperatura  a 0.1m;12.46;1;ºC
2/11/11 23:40;Temperatura  a 0.1m;12.39;1;ºC
2/11/11 23:50;Temperatura  a 0.1m;12.44;1;ºC
3/11/11 0:00;Temperatura  a 0.1m;12.54;1;ºC
3/11/11 0:10;Temperatura  a 0.1m;12.55;1;ºC
3/11/11 0:20;Temperatura  a 0.1m;12.65;1;ºC
3/11/11 0:30;Temperatura  a 0.1m;12.75;1;ºC
3/11/11 0:40;Temperatura  a 0.1m;12.90;1;ºC
3/11/11 0:50;Temperatura  a 0.1m;12.91;1;ºC
3/11/11 1:00;Temperatura  a 0.1m;12.98;1;ºC
3/11/11 1:10;Temperatura  a 0.1m;12.75;1;ºC
3/11/11 1:20;Temperatura  a 0.1m;12.58;1;ºC
3/11/11 1:30;Temperatura  a 0.1m;10.96;1;ºC
3/11/11 1:40;Temperatura  a 0.1m;11.76;1;ºC
3/11/11 1:50;Temperatura  a 0.1m;12.23;1;ºC
3/11/11 2:00;Temperatura  a 0.1m;12.42;1;ºC
3/11/11 2:10;Temperatura  a 0.1m;12.45;1;ºC
3/11/11 2:20;Temperatura  a 0.1m;12.55;1;ºC
3/11/11 2:30;Temperatura  a 0.1m;12.70;1;ºC
3/11/11 2:40;Temperatura  a 0.1m;12.69;1;ºC
3/11/11 2:50;Temperatura  a 0.1m;12.61;1;ºC
3/11/11 3:00;Temperatura  a 0.1m;12.54;1;ºC
3/11/11 3:10;Temperatura  a 0.1m;10.01;1;ºC
3/11/11 3:20;Temperatura  a 0.1m;9.59;1;ºC
3/11/11 3:30;Temperatura  a 0.1m;10.15;1;ºC
3/11/11 3:40;Temperatura  a 0.1m;10.48;1;ºC
3/11/11 3:50;Temperatura  a 0.1m;10.92;1;ºC
3/11/11 4:00;Temperatura  a 0.1m;11.23;1;ºC
3/11/11 4:10;Temperatura  a 0.1m;11.33;1;ºC
3/11/11 4:20;Temperatura  a 0.1m;11.41;1;ºC
3/11/11 4:30;Temperatura  a 0.1m;11.59;1;ºC
3/11/11 4:40;Temperatura  a 0.1m;11.47;1;ºC
3/11/11 4:50;Temperatura  a 0.1m;11.18;1;ºC
3/11/11 5:00;Temperatura  a 0.1m;10.96;1;ºC
3/11/11 5:10;Temperatura  a 0.1m;10.84;1;ºC
3/11/11 5:20;Temperatura  a 0.1m;10.85;1;ºC
3/11/11 5:30;Temperatura  a 0.1m;10.70;1;ºC
3/11/11 5:40;Temperatura  a 0.1m;10.63;1;ºC
3/11/11 5:50;Temperatura  a 0.1m;10.73;1;ºC
3/11/11 6:00;Temperatura  a 0.1m;10.95;1;ºC
3/11/11 6:10;Temperatura  a 0.1m;10.79;1;ºC
3/11/11 6:20;Temperatura  a 0.1m;10.74;1;ºC
3/11/11 6:30;Temperatura  a 0.1m;10.74;1;ºC
3/11/11 6:40;Temperatura  a 0.1m;10.66;1;ºC
3/11/11 6:50;Temperatura  a 0.1m;10.55;1;ºC
3/11/11 7:00;Temperatura  a 0.1m;10.66;1;ºC
3/11/11 7:10;Temperatura  a 0.1m;10.80;1;ºC
3/11/11 7:20;Temperatura  a 0.1m;10.76;1;ºC
3/11/11 7:30;Temperatura  a 0.1m;10.65;1;ºC
3/11/11 7:40;Temperatura  a 0.1m;10.46;1;ºC
3/11/11 7:50;Temperatura  a 0.1m;10.36;1;ºC
3/11/11 8:00;Temperatura  a 0.1m;10.07;1;ºC
3/11/11 8:10;Temperatura  a 0.1m;9.84;1;ºC
3/11/11 8:20;Temperatura  a 0.1m;9.85;1;ºC
3/11/11 8:30;Temperatura  a 0.1m;9.96;1;ºC
3/11/11 8:40;Temperatura  a 0.1m;10.14;1;ºC
3/11/11 8:50;Temperatura  a 0.1m;10.51;1;ºC
3/11/11 9:00;Temperatura  a 0.1m;10.90;1;ºC
3/11/11 9:10;Temperatura  a 0.1m;10.79;1;ºC
3/11/11 9:20;Temperatura  a 0.1m;10.55;1;ºC
3/11/11 9:30;Temperatura  a 0.1m;10.61;1;ºC
3/11/11 9:40;Temperatura  a 0.1m;10.78;1;ºC
3/11/11 9:50;Temperatura  a 0.1m;11.19;1;ºC
3/11/11 10:00;Temperatura  a 0.1m;11.18;1;ºC
3/11/11 10:10;Temperatura  a 0.1m;10.80;1;ºC
3/11/11 10:20;Temperatura  a 0.1m;10.02;1;ºC
3/11/11 10:30;Temperatura  a 0.1m;10.31;1;ºC
3/11/11 10:40;Temperatura  a 0.1m;12.72;1;ºC
3/11/11 10:50;Temperatura  a 0.1m;12.99;1;ºC
3/11/11 11:00;Temperatura  a 0.1m;13.21;1;ºC
3/11/11 11:10;Temperatura  a 0.1m;12.25;1;ºC
3/11/11 11:20;Temperatura  a 0.1m;13.35;1;ºC
3/11/11 11:30;Temperatura  a 0.1m;13.17;1;ºC
3/11/11 11:40;Temperatura  a 0.1m;11.60;1;ºC
3/11/11 11:50;Temperatura  a 0.1m;10.44;1;ºC
3/11/11 12:00;Temperatura  a 0.1m;11.32;1;ºC
3/11/11 12:10;Temperatura  a 0.1m;11.41;1;ºC
3/11/11 12:20;Temperatura  a 0.1m;10.86;1;ºC
3/11/11 12:30;Temperatura  a 0.1m;10.93;1;ºC
3/11/11 12:40;Temperatura  a 0.1m;11.78;1;ºC
3/11/11 12:50;Temperatura  a 0.1m;12.59;1;ºC
3/11/11 13:00;Temperatura  a 0.1m;12.39;1;ºC
3/11/11 13:10;Temperatura  a 0.1m;12.24;1;ºC
3/11/11 13:20;Temperatura  a 0.1m;11.83;1;ºC
3/11/11 13:30;Temperatura  a 0.1m;11.58;1;ºC
3/11/11 13:40;Temperatura  a 0.1m;11.60;1;ºC
3/11/11 13:50;Temperatura  a 0.1m;11.68;1;ºC
3/11/11 14:00;Temperatura  a 0.1m;11.45;1;ºC
3/11/11 14:10;Temperatura  a 0.1m;11.22;1;ºC
3/11/11 14:20;Temperatura  a 0.1m;10.39;1;ºC
3/11/11 14:30;Temperatura  a 0.1m;9.88;1;ºC
3/11/11 14:40;Temperatura  a 0.1m;9.81;1;ºC
3/11/11 14:50;Temperatura  a 0.1m;9.79;1;ºC
3/11/11 15:00;Temperatura  a 0.1m;9.95;1;ºC
3/11/11 15:10;Temperatura  a 0.1m;10.15;1;ºC
3/11/11 15:20;Temperatura  a 0.1m;10.40;1;ºC
3/11/11 15:30;Temperatura  a 0.1m;10.65;1;ºC
3/11/11 15:40;Temperatura  a 0.1m;10.58;1;ºC
3/11/11 15:50;Temperatura  a 0.1m;10.69;1;ºC
3/11/11 16:00;Temperatura  a 0.1m;10.53;1;ºC
3/11/11 16:10;Temperatura  a 0.1m;10.59;1;ºC
3/11/11 16:20;Temperatura  a 0.1m;10.44;1;ºC
3/11/11 16:30;Temperatura  a 0.1m;10.13;1;ºC
3/11/11 16:40;Temperatura  a 0.1m;10.19;1;ºC
3/11/11 16:50;Temperatura  a 0.1m;10.22;1;ºC
3/11/11 17:00;Temperatura  a 0.1m;10.33;1;ºC
3/11/11 17:10;Temperatura  a 0.1m;10.32;1;ºC
3/11/11 17:20;Temperatura  a 0.1m;10.39;1;ºC
3/11/11 17:30;Temperatura  a 0.1m;10.55;1;ºC
3/11/11 17:40;Temperatura  a 0.1m;10.47;1;ºC
3/11/11 17:50;Temperatura  a 0.1m;10.35;1;ºC
3/11/11 18:00;Temperatura  a 0.1m;10.26;1;ºC
3/11/11 18:10;Temperatura  a 0.1m;9.83;1;ºC
3/11/11 18:20;Temperatura  a 0.1m;9.54;1;ºC
3/11/11 18:30;Temperatura  a 0.1m;9.50;1;ºC
3/11/11 18:40;Temperatura  a 0.1m;9.39;1;ºC
3/11/11 18:50;Temperatura  a 0.1m;9.16;1;ºC
3/11/11 19:00;Temperatura  a 0.1m;9.14;1;ºC
3/11/11 19:10;Temperatura  a 0.1m;9.21;1;ºC
3/11/11 19:20;Temperatura  a 0.1m;9.36;1;ºC
3/11/11 19:30;Temperatura  a 0.1m;9.45;1;ºC
3/11/11 19:40;Temperatura  a 0.1m;9.52;1;ºC
3/11/11 19:50;Temperatura  a 0.1m;9.55;1;ºC
3/11/11 20:00;Temperatura  a 0.1m;9.50;1;ºC
3/11/11 20:10;Temperatura  a 0.1m;9.32;1;ºC
3/11/11 20:20;Temperatura  a 0.1m;9.35;1;ºC
3/11/11 20:30;Temperatura  a 0.1m;9.19;1;ºC
3/11/11 20:40;Temperatura  a 0.1m;9.00;1;ºC
3/11/11 20:50;Temperatura  a 0.1m;8.86;1;ºC
3/11/11 21:00;Temperatura  a 0.1m;9.03;1;ºC
3/11/11 21:10;Temperatura  a 0.1m;9.15;1;ºC
3/11/11 21:20;Temperatura  a 0.1m;9.36;1;ºC
3/11/11 21:30;Temperatura  a 0.1m;9.53;1;ºC
3/11/11 21:40;Temperatura  a 0.1m;9.42;1;ºC
3/11/11 21:50;Temperatura  a 0.1m;9.19;1;ºC
3/11/11 22:00;Temperatura  a 0.1m;9.07;1;ºC
3/11/11 22:10;Temperatura  a 0.1m;8.90;1;ºC
3/11/11 22:20;Temperatura  a 0.1m;8.73;1;ºC
3/11/11 22:30;Temperatura  a 0.1m;8.68;1;ºC
